UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,ORIGIN_AIRPORT_ID,DEST_AIRPORT_ID,AIRCRAFT_TYPE,MONTH
8E,Bering Air Inc.,15794,11941,415,10
8E,Bering Air Inc.,15794,12704,415,10
8E,Bering Air Inc.,15861,13970,415,10
8E,Bering Air Inc.,15861,14485,415,10
8E,Bering Air Inc.,15861,12844,415,10
8E,Bering Air Inc.,13873,13970,194,10
8E,Bering Air Inc.,13873,15478,194,10
8E,Bering Air Inc.,13873,11845,194,10
8E,Bering Air Inc.,13873,14805,194,10
8E,Bering Air Inc.,13873,15245,194,10
8E,Bering Air Inc.,13970,13873,194,10
8E,Bering Air Inc.,13970,13970,194,10
8E,Bering Air Inc.,13970,11411,194,10
8E,Bering Air Inc.,13970,10640,194,10
8E,Bering Air Inc.,13970,10139,194,10
8E,Bering Air Inc.,13970,14804,194,10
8E,Bering Air Inc.,13970,12268,194,10
8E,Bering Air Inc.,13970,12844,194,10
8E,Bering Air Inc.,13970,13942,194,10
8E,Bering Air Inc.,13970,14102,194,10
8E,Bering Air Inc.,13970,15785,194,10
8E,Bering Air Inc.,13970,15861,194,10
8E,Bering Air Inc.,10139,13970,194,10
8E,Bering Air Inc.,12822,13873,194,10
8E,Bering Air Inc.,12822,15709,194,10
8E,Bering Air Inc.,15478,15721,194,10
8E,Bering Air Inc.,15478,14895,194,10
8E,Bering Air Inc.,10640,13970,194,10
8E,Bering Air Inc.,11411,13970,194,10
8E,Bering Air Inc.,11411,10640,194,10
8E,Bering Air Inc.,11535,13873,194,10
8E,Bering Air Inc.,11845,13873,194,10
8E,Bering Air Inc.,12268,13970,194,10
8E,Bering Air Inc.,12844,13970,194,10
8E,Bering Air Inc.,13942,13970,194,10
8E,Bering Air Inc.,14102,13970,194,10
8E,Bering Air Inc.,14805,13873,194,10
8E,Bering Air Inc.,14805,15709,194,10
8E,Bering Air Inc.,14895,13873,194,10
8E,Bering Air Inc.,15245,13873,194,10
8E,Bering Air Inc.,15245,12822,194,10
8E,Bering Air Inc.,15245,14805,194,10
8E,Bering Air Inc.,15709,13873,194,10
8E,Bering Air Inc.,15721,15478,194,10
8E,Bering Air Inc.,15785,13970,194,10
8E,Bering Air Inc.,15861,13873,194,10
8E,Bering Air Inc.,15861,13970,194,10
8E,Bering Air Inc.,13873,13873,405,10
8E,Bering Air Inc.,13873,15049,405,10
8E,Bering Air Inc.,13873,11845,405,10
8E,Bering Air Inc.,13873,14805,405,10
8E,Bering Air Inc.,11845,13873,405,10
8E,Bering Air Inc.,11845,15049,405,10
8E,Bering Air Inc.,14805,13873,405,10
8E,Bering Air Inc.,14805,15709,405,10
8E,Bering Air Inc.,15049,13873,405,10
8E,Bering Air Inc.,15049,11845,405,10
8E,Bering Air Inc.,15709,13873,405,10
8E,Bering Air Inc.,13873,13873,412,10
8E,Bering Air Inc.,13873,13970,412,10
8E,Bering Air Inc.,13873,12822,412,10
8E,Bering Air Inc.,13873,11941,412,10
8E,Bering Air Inc.,13873,15049,412,10
8E,Bering Air Inc.,13873,15709,412,10
8E,Bering Air Inc.,13873,11845,412,10
8E,Bering Air Inc.,13873,14805,412,10
8E,Bering Air Inc.,13970,13806,412,10
8E,Bering Air Inc.,13970,12268,412,10
8E,Bering Air Inc.,13970,12844,412,10
8E,Bering Air Inc.,13970,13942,412,10
8E,Bering Air Inc.,12822,13873,412,10
8E,Bering Air Inc.,15478,12704,412,10
8E,Bering Air Inc.,15478,15721,412,10
8E,Bering Air Inc.,15478,14895,412,10
8E,Bering Air Inc.,11845,13873,412,10
8E,Bering Air Inc.,11941,13873,412,10
8E,Bering Air Inc.,11941,13970,412,10
8E,Bering Air Inc.,11941,15478,412,10
8E,Bering Air Inc.,12268,13970,412,10
8E,Bering Air Inc.,12704,13873,412,10
8E,Bering Air Inc.,12844,13873,412,10
8E,Bering Air Inc.,12844,13970,412,10
8E,Bering Air Inc.,12844,14102,412,10
8E,Bering Air Inc.,13806,14804,412,10
8E,Bering Air Inc.,13942,13873,412,10
8E,Bering Air Inc.,14102,13970,412,10
8E,Bering Air Inc.,14804,13873,412,10
8E,Bering Air Inc.,14805,13873,412,10
8E,Bering Air Inc.,14895,15478,412,10
8E,Bering Air Inc.,15049,13873,412,10
8E,Bering Air Inc.,15709,13873,412,10
8E,Bering Air Inc.,15721,15478,412,10
8E,Bering Air Inc.,13873,13873,406,10
8E,Bering Air Inc.,13873,15478,406,10
8E,Bering Air Inc.,13873,15049,406,10
8E,Bering Air Inc.,13873,11845,406,10
8E,Bering Air Inc.,13873,15721,406,10
8E,Bering Air Inc.,13873,14895,406,10
8E,Bering Air Inc.,15478,13873,406,10
8E,Bering Air Inc.,15478,15721,406,10
8E,Bering Air Inc.,15478,14895,406,10
8E,Bering Air Inc.,11535,13873,406,10
8E,Bering Air Inc.,11845,13873,406,10
8E,Bering Air Inc.,11845,15049,406,10
8E,Bering Air Inc.,14895,13873,406,10
8E,Bering Air Inc.,14895,15478,406,10
8E,Bering Air Inc.,14895,15721,406,10
8E,Bering Air Inc.,15049,13873,406,10
8E,Bering Air Inc.,15049,11845,406,10
8E,Bering Air Inc.,15721,13873,406,10
8E,Bering Air Inc.,15721,15478,406,10
8E,Bering Air Inc.,15721,11535,406,10
8E,Bering Air Inc.,15721,14895,406,10
8E,Bering Air Inc.,13873,12822,415,10
8E,Bering Air Inc.,13873,11550,415,10
8E,Bering Air Inc.,13873,15478,415,10
8E,Bering Air Inc.,13873,11941,415,10
8E,Bering Air Inc.,13873,15709,415,10
8E,Bering Air Inc.,13873,12704,415,10
8E,Bering Air Inc.,13873,14805,415,10
8E,Bering Air Inc.,13873,14856,415,10
8E,Bering Air Inc.,13873,10416,415,10
8E,Bering Air Inc.,13873,13369,415,10
8E,Bering Air Inc.,13873,12769,415,10
8E,Bering Air Inc.,13873,14718,415,10
8E,Bering Air Inc.,13970,14485,415,10
8E,Bering Air Inc.,13970,11411,415,10
8E,Bering Air Inc.,13970,10640,415,10
8E,Bering Air Inc.,13970,10139,415,10
8E,Bering Air Inc.,13970,14804,415,10
8E,Bering Air Inc.,13970,12844,415,10
8E,Bering Air Inc.,13970,13942,415,10
8E,Bering Air Inc.,13970,14102,415,10
8E,Bering Air Inc.,13970,15785,415,10
8E,Bering Air Inc.,13970,15861,415,10
8E,Bering Air Inc.,13970,10923,415,10
8E,Bering Air Inc.,14485,13970,415,10
8E,Bering Air Inc.,14485,10640,415,10
8E,Bering Air Inc.,14485,10139,415,10
8E,Bering Air Inc.,14485,14804,415,10
8E,Bering Air Inc.,14485,12268,415,10
8E,Bering Air Inc.,14485,12844,415,10
8E,Bering Air Inc.,14485,13942,415,10
8E,Bering Air Inc.,14485,15785,415,10
8E,Bering Air Inc.,14485,15861,415,10
8E,Bering Air Inc.,12195,15554,415,10
8E,Bering Air Inc.,10139,13970,415,10
8E,Bering Air Inc.,10139,14485,415,10
8E,Bering Air Inc.,10139,12268,415,10
8E,Bering Air Inc.,10139,13942,415,10
8E,Bering Air Inc.,12822,13873,415,10
8E,Bering Air Inc.,11550,13873,415,10
8E,Bering Air Inc.,11550,15085,415,10
8E,Bering Air Inc.,11550,12769,415,10
8E,Bering Air Inc.,11550,14718,415,10
8E,Bering Air Inc.,15478,13873,415,10
8E,Bering Air Inc.,15478,12822,415,10
8E,Bering Air Inc.,15478,11941,415,10
8E,Bering Air Inc.,15478,11535,415,10
8E,Bering Air Inc.,15478,14805,415,10
8E,Bering Air Inc.,15478,14856,415,10
8E,Bering Air Inc.,15478,15721,415,10
8E,Bering Air Inc.,15478,14895,415,10
8E,Bering Air Inc.,15478,13369,415,10
8E,Bering Air Inc.,15478,12769,415,10
8E,Bering Air Inc.,10640,13970,415,10
8E,Bering Air Inc.,10640,14485,415,10
8E,Bering Air Inc.,10640,15785,415,10
8E,Bering Air Inc.,11411,13970,415,10
8E,Bering Air Inc.,11411,12268,415,10
8E,Bering Air Inc.,11411,12844,415,10
8E,Bering Air Inc.,11535,13873,415,10
8E,Bering Air Inc.,11535,11550,415,10
8E,Bering Air Inc.,11941,13873,415,10
8E,Bering Air Inc.,11941,15478,415,10
8E,Bering Air Inc.,11941,15794,415,10
8E,Bering Air Inc.,11941,15709,415,10
8E,Bering Air Inc.,12268,13970,415,10
8E,Bering Air Inc.,12268,14485,415,10
8E,Bering Air Inc.,12268,11411,415,10
8E,Bering Air Inc.,12268,10139,415,10
8E,Bering Air Inc.,12268,14804,415,10
8E,Bering Air Inc.,12268,13942,415,10
8E,Bering Air Inc.,12704,13873,415,10
8E,Bering Air Inc.,12844,13970,415,10
8E,Bering Air Inc.,12844,14485,415,10
8E,Bering Air Inc.,12844,11411,415,10
8E,Bering Air Inc.,12844,15861,415,10
8E,Bering Air Inc.,13942,13970,415,10
8E,Bering Air Inc.,13942,14485,415,10
8E,Bering Air Inc.,13942,12844,415,10
8E,Bering Air Inc.,13942,15785,415,10
8E,Bering Air Inc.,13942,15861,415,10
8E,Bering Air Inc.,14102,13970,415,10
8E,Bering Air Inc.,14804,13970,415,10
8E,Bering Air Inc.,14804,12268,415,10
8E,Bering Air Inc.,14804,15861,415,10
8E,Bering Air Inc.,14805,13873,415,10
8E,Bering Air Inc.,14805,15478,415,10
8E,Bering Air Inc.,14805,11941,415,10
8E,Bering Air Inc.,14805,15794,415,10
8E,Bering Air Inc.,14856,13873,415,10
8E,Bering Air Inc.,14856,15478,415,10
8E,Bering Air Inc.,14895,13873,415,10
8E,Bering Air Inc.,15245,12822,415,10
8E,Bering Air Inc.,15709,13873,415,10
8E,Bering Air Inc.,15709,11941,415,10
8E,Bering Air Inc.,15721,15478,415,10
8E,Bering Air Inc.,15785,13970,415,10
8E,Bering Air Inc.,15785,10640,415,10
8E,Bering Air Inc.,15785,12268,415,10
8E,Bering Air Inc.,15785,13942,415,10
8E,Bering Air Inc.,15794,15478,415,10
8E,Bering Air Inc.,15794,14805,415,10
8E,Bering Air Inc.,15794,15245,415,10
8E,Bering Air Inc.,15861,13970,415,10
8E,Bering Air Inc.,15861,14485,415,10
8E,Bering Air Inc.,15861,12844,415,10
8E,Bering Air Inc.,15861,13942,415,10
8E,Bering Air Inc.,10416,13873,415,10
8E,Bering Air Inc.,10416,15554,415,10
8E,Bering Air Inc.,15085,13873,415,10
8E,Bering Air Inc.,15085,11550,415,10
8E,Bering Air Inc.,15085,15554,415,10
8E,Bering Air Inc.,15085,13369,415,10
8E,Bering Air Inc.,15085,12769,415,10
8E,Bering Air Inc.,15085,14718,415,10
8E,Bering Air Inc.,15554,12195,415,10
8E,Bering Air Inc.,15554,15085,415,10
8E,Bering Air Inc.,15554,10416,415,10
8E,Bering Air Inc.,10923,13970,415,10
8E,Bering Air Inc.,13369,13873,415,10
8E,Bering Air Inc.,13369,15085,415,10
8E,Bering Air Inc.,13369,12769,415,10
8E,Bering Air Inc.,13369,12807,415,10
8E,Bering Air Inc.,13369,13434,415,10
8E,Bering Air Inc.,12769,13873,415,10
8E,Bering Air Inc.,12769,11550,415,10
8E,Bering Air Inc.,12769,15478,415,10
8E,Bering Air Inc.,12769,15085,415,10
8E,Bering Air Inc.,12769,13369,415,10
8E,Bering Air Inc.,12769,14718,415,10
8E,Bering Air Inc.,14718,13873,415,10
8E,Bering Air Inc.,14718,15085,415,10
8E,Bering Air Inc.,14718,12769,415,10
8E,Bering Air Inc.,12807,13873,415,10
8E,Bering Air Inc.,13434,13369,415,10
8E,Bering Air Inc.,13873,10551,194,10
8E,Bering Air Inc.,13873,13970,194,10
8E,Bering Air Inc.,13873,11535,194,10
8E,Bering Air Inc.,13873,14895,194,10
8E,Bering Air Inc.,13873,13841,194,10
8E,Bering Air Inc.,13873,13369,194,10
8E,Bering Air Inc.,10551,13873,194,10
8E,Bering Air Inc.,13970,13873,194,10
8E,Bering Air Inc.,13970,14485,194,10
8E,Bering Air Inc.,13970,13806,194,10
8E,Bering Air Inc.,13970,10640,194,10
8E,Bering Air Inc.,13970,10139,194,10
8E,Bering Air Inc.,13970,14804,194,10
8E,Bering Air Inc.,13970,12268,194,10
8E,Bering Air Inc.,13970,12844,194,10
8E,Bering Air Inc.,13970,15785,194,10
8E,Bering Air Inc.,13970,15861,194,10
8E,Bering Air Inc.,14485,13970,194,10
8E,Bering Air Inc.,14485,10139,194,10
8E,Bering Air Inc.,14485,12268,194,10
8E,Bering Air Inc.,14485,15785,194,10
8E,Bering Air Inc.,14485,15861,194,10
8E,Bering Air Inc.,10139,13970,194,10
8E,Bering Air Inc.,10139,13806,194,10
8E,Bering Air Inc.,10139,14804,194,10
8E,Bering Air Inc.,10640,13970,194,10
8E,Bering Air Inc.,10640,14485,194,10
8E,Bering Air Inc.,10640,12844,194,10
8E,Bering Air Inc.,10640,13942,194,10
8E,Bering Air Inc.,10640,15785,194,10
8E,Bering Air Inc.,12268,13970,194,10
8E,Bering Air Inc.,12268,14804,194,10
8E,Bering Air Inc.,12268,13942,194,10
8E,Bering Air Inc.,12844,13970,194,10
8E,Bering Air Inc.,12844,14485,194,10
8E,Bering Air Inc.,13806,14485,194,10
8E,Bering Air Inc.,13806,14804,194,10
8E,Bering Air Inc.,13942,13970,194,10
8E,Bering Air Inc.,13942,14485,194,10
8E,Bering Air Inc.,14804,13970,194,10
8E,Bering Air Inc.,14804,10139,194,10
8E,Bering Air Inc.,14804,12268,194,10
8E,Bering Air Inc.,14895,13873,194,10
8E,Bering Air Inc.,15785,13970,194,10
8E,Bering Air Inc.,15785,14485,194,10
8E,Bering Air Inc.,15861,13970,194,10
8E,Bering Air Inc.,15861,10640,194,10
8E,Bering Air Inc.,13841,13873,194,10
8E,Bering Air Inc.,13369,13873,194,10
8E,Bering Air Inc.,13873,10551,405,10
8E,Bering Air Inc.,13873,13970,405,10
8E,Bering Air Inc.,13873,10299,405,10
8E,Bering Air Inc.,13873,11844,405,10
8E,Bering Air Inc.,13873,15049,405,10
8E,Bering Air Inc.,13873,11845,405,10
8E,Bering Air Inc.,13873,10416,405,10
8E,Bering Air Inc.,10551,13873,405,10
8E,Bering Air Inc.,13970,13873,405,10
8E,Bering Air Inc.,10299,13873,405,10
8E,Bering Air Inc.,11844,13873,405,10
8E,Bering Air Inc.,11845,13873,405,10
8E,Bering Air Inc.,11845,15049,405,10
8E,Bering Air Inc.,15049,13873,405,10
8E,Bering Air Inc.,15049,11845,405,10
8E,Bering Air Inc.,10416,13873,405,10
8E,Bering Air Inc.,13873,13873,317,10
8E,Bering Air Inc.,13873,13873,340,10
8E,Bering Air Inc.,13970,13970,340,10
8E,Bering Air Inc.,13873,13873,355,10
8E,Bering Air Inc.,15478,15478,355,10
8E,Bering Air Inc.,13873,15049,412,10
8E,Bering Air Inc.,13873,15794,412,10
8E,Bering Air Inc.,13873,15709,412,10
8E,Bering Air Inc.,15049,13873,412,10
8E,Bering Air Inc.,15709,13873,412,10
8E,Bering Air Inc.,15794,13873,412,10
8E,Bering Air Inc.,13873,13873,360,10
8E,Bering Air Inc.,13970,13970,360,10
8E,Bering Air Inc.,13873,13873,406,10
8E,Bering Air Inc.,13873,13970,406,10
8E,Bering Air Inc.,13873,11630,406,10
8E,Bering Air Inc.,13873,10299,406,10
8E,Bering Air Inc.,13873,12822,406,10
8E,Bering Air Inc.,13873,15478,406,10
8E,Bering Air Inc.,13873,15049,406,10
8E,Bering Air Inc.,13873,11535,406,10
8E,Bering Air Inc.,13873,15709,406,10
8E,Bering Air Inc.,13873,11845,406,10
8E,Bering Air Inc.,13873,12704,406,10
8E,Bering Air Inc.,13873,15245,406,10
8E,Bering Air Inc.,13873,15721,406,10
8E,Bering Air Inc.,13970,13873,406,10
8E,Bering Air Inc.,11630,13873,406,10
8E,Bering Air Inc.,10299,13873,406,10
8E,Bering Air Inc.,10299,11845,406,10
8E,Bering Air Inc.,10299,15245,406,10
8E,Bering Air Inc.,12822,13873,406,10
8E,Bering Air Inc.,12822,10299,406,10
8E,Bering Air Inc.,15478,13873,406,10
8E,Bering Air Inc.,15478,10299,406,10
8E,Bering Air Inc.,15478,15049,406,10
8E,Bering Air Inc.,15478,15721,406,10
8E,Bering Air Inc.,11535,13873,406,10
8E,Bering Air Inc.,11845,13873,406,10
8E,Bering Air Inc.,11845,10299,406,10
8E,Bering Air Inc.,11845,15709,406,10
8E,Bering Air Inc.,12704,10299,406,10
8E,Bering Air Inc.,15049,13873,406,10
8E,Bering Air Inc.,15049,10299,406,10
8E,Bering Air Inc.,15245,13873,406,10
8E,Bering Air Inc.,15709,13873,406,10
8E,Bering Air Inc.,15709,11845,406,10
8E,Bering Air Inc.,15721,10299,406,10
8E,Bering Air Inc.,15721,15478,406,10
8V,Wright Air Service,13016,11630,035,10
8V,Wright Air Service,11630,13016,035,10
8V,Wright Air Service,11630,12868,035,10
8V,Wright Air Service,12868,13016,035,10
8V,Wright Air Service,11214,11630,194,10
8V,Wright Air Service,13016,11630,194,10
8V,Wright Air Service,11630,15124,194,10
8V,Wright Air Service,11630,13016,194,10
8V,Wright Air Service,11630,10247,194,10
8V,Wright Air Service,11630,12868,194,10
8V,Wright Air Service,11630,12235,194,10
8V,Wright Air Service,11630,10783,194,10
8V,Wright Air Service,11630,15581,194,10
8V,Wright Air Service,11630,11833,194,10
8V,Wright Air Service,11630,12621,194,10
8V,Wright Air Service,11630,12214,194,10
8V,Wright Air Service,11630,10184,194,10
8V,Wright Air Service,11844,11630,194,10
8V,Wright Air Service,10247,11214,194,10
8V,Wright Air Service,10247,11630,194,10
8V,Wright Air Service,12868,11844,194,10
8V,Wright Air Service,10783,11630,194,10
8V,Wright Air Service,11833,11630,194,10
8V,Wright Air Service,15581,11630,194,10
8V,Wright Air Service,12621,11007,194,10
8V,Wright Air Service,11007,11630,194,10
8V,Wright Air Service,12214,11630,194,10
8V,Wright Air Service,12214,13806,194,10
8V,Wright Air Service,10184,11630,194,10
8V,Wright Air Service,15124,11844,194,10
8V,Wright Air Service,11214,11630,416,10
8V,Wright Air Service,11214,10247,416,10
8V,Wright Air Service,11214,12235,416,10
8V,Wright Air Service,13016,11630,416,10
8V,Wright Air Service,14125,10225,416,10
8V,Wright Air Service,14125,10754,416,10
8V,Wright Air Service,14125,14102,416,10
8V,Wright Air Service,14709,11630,416,10
8V,Wright Air Service,14709,10754,416,10
8V,Wright Air Service,14709,10775,416,10
8V,Wright Air Service,14709,13767,416,10
8V,Wright Air Service,10225,14125,416,10
8V,Wright Air Service,10225,11630,416,10
8V,Wright Air Service,10225,10754,416,10
8V,Wright Air Service,10225,10396,416,10
8V,Wright Air Service,11630,15124,416,10
8V,Wright Air Service,11630,11214,416,10
8V,Wright Air Service,11630,13016,416,10
8V,Wright Air Service,11630,14709,416,10
8V,Wright Air Service,11630,11630,416,10
8V,Wright Air Service,11630,10754,416,10
8V,Wright Air Service,11630,11844,416,10
8V,Wright Air Service,11630,10247,416,10
8V,Wright Air Service,11630,10775,416,10
8V,Wright Air Service,11630,12615,416,10
8V,Wright Air Service,11630,12868,416,10
8V,Wright Air Service,11630,12235,416,10
8V,Wright Air Service,11630,14474,416,10
8V,Wright Air Service,11630,10783,416,10
8V,Wright Air Service,11630,13767,416,10
8V,Wright Air Service,11630,15581,416,10
8V,Wright Air Service,11630,10349,416,10
8V,Wright Air Service,11630,11833,416,10
8V,Wright Air Service,11630,11007,416,10
8V,Wright Air Service,11630,12621,416,10
8V,Wright Air Service,11630,13768,416,10
8V,Wright Air Service,11630,12214,416,10
8V,Wright Air Service,11630,10184,416,10
8V,Wright Air Service,10754,14125,416,10
8V,Wright Air Service,10754,14709,416,10
8V,Wright Air Service,10754,10225,416,10
8V,Wright Air Service,10754,11630,416,10
8V,Wright Air Service,10754,10754,416,10
8V,Wright Air Service,10754,10775,416,10
8V,Wright Air Service,10754,13767,416,10
8V,Wright Air Service,10754,10396,416,10
8V,Wright Air Service,10754,14102,416,10
8V,Wright Air Service,11844,15124,416,10
8V,Wright Air Service,11844,11630,416,10
8V,Wright Air Service,11844,12615,416,10
8V,Wright Air Service,11844,12868,416,10
8V,Wright Air Service,11844,14474,416,10
8V,Wright Air Service,11844,13768,416,10
8V,Wright Air Service,11844,12214,416,10
8V,Wright Air Service,10247,11214,416,10
8V,Wright Air Service,10247,14709,416,10
8V,Wright Air Service,10247,11630,416,10
8V,Wright Air Service,10247,10783,416,10
8V,Wright Air Service,10775,14709,416,10
8V,Wright Air Service,10775,11630,416,10
8V,Wright Air Service,10775,10754,416,10
8V,Wright Air Service,10775,10783,416,10
8V,Wright Air Service,13767,14709,416,10
8V,Wright Air Service,13767,11630,416,10
8V,Wright Air Service,13767,10754,416,10
8V,Wright Air Service,13767,10775,416,10
8V,Wright Air Service,13767,10396,416,10
8V,Wright Air Service,12615,11630,416,10
8V,Wright Air Service,12615,11844,416,10
8V,Wright Air Service,12615,14474,416,10
8V,Wright Air Service,12615,13768,416,10
8V,Wright Air Service,12868,15124,416,10
8V,Wright Air Service,12868,11630,416,10
8V,Wright Air Service,12868,11844,416,10
8V,Wright Air Service,12868,13768,416,10
8V,Wright Air Service,12235,11630,416,10
8V,Wright Air Service,12235,12214,416,10
8V,Wright Air Service,12235,10184,416,10
8V,Wright Air Service,14474,11630,416,10
8V,Wright Air Service,14474,11844,416,10
8V,Wright Air Service,14474,12214,416,10
8V,Wright Air Service,10783,11214,416,10
8V,Wright Air Service,10783,11630,416,10
8V,Wright Air Service,10783,10247,416,10
8V,Wright Air Service,10783,12235,416,10
8V,Wright Air Service,10783,10184,416,10
8V,Wright Air Service,11833,11630,416,10
8V,Wright Air Service,11833,15581,416,10
8V,Wright Air Service,11833,10349,416,10
8V,Wright Air Service,11833,11007,416,10
8V,Wright Air Service,11833,12621,416,10
8V,Wright Air Service,15581,11630,416,10
8V,Wright Air Service,15581,10349,416,10
8V,Wright Air Service,15581,11833,416,10
8V,Wright Air Service,10349,11630,416,10
8V,Wright Air Service,10349,10775,416,10
8V,Wright Air Service,10349,15581,416,10
8V,Wright Air Service,10349,11833,416,10
8V,Wright Air Service,12621,11630,416,10
8V,Wright Air Service,12621,11833,416,10
8V,Wright Air Service,12621,11007,416,10
8V,Wright Air Service,11007,11630,416,10
8V,Wright Air Service,11007,11833,416,10
8V,Wright Air Service,11007,12621,416,10
8V,Wright Air Service,13768,11630,416,10
8V,Wright Air Service,13768,11844,416,10
8V,Wright Air Service,13768,12615,416,10
8V,Wright Air Service,13768,12868,416,10
8V,Wright Air Service,13768,14474,416,10
8V,Wright Air Service,10396,14125,416,10
8V,Wright Air Service,10396,10225,416,10
8V,Wright Air Service,10396,11630,416,10
8V,Wright Air Service,10396,10754,416,10
8V,Wright Air Service,12214,14551,416,10
8V,Wright Air Service,12214,11630,416,10
8V,Wright Air Service,12214,11844,416,10
8V,Wright Air Service,12214,12235,416,10
8V,Wright Air Service,12214,14474,416,10
8V,Wright Air Service,10184,14559,416,10
8V,Wright Air Service,10184,14551,416,10
8V,Wright Air Service,10184,11630,416,10
8V,Wright Air Service,10184,12235,416,10
8V,Wright Air Service,10184,10783,416,10
8V,Wright Air Service,14102,14125,416,10
8V,Wright Air Service,14559,11630,416,10
8V,Wright Air Service,15124,14551,416,10
8V,Wright Air Service,15124,11630,416,10
8V,Wright Air Service,15124,11844,416,10
8V,Wright Air Service,15124,12214,416,10
8V,Wright Air Service,11214,11630,035,10
8V,Wright Air Service,11630,15124,035,10
8V,Wright Air Service,11630,11214,035,10
8V,Wright Air Service,15124,11630,035,10
8V,Wright Air Service,15472,11630,194,10
8V,Wright Air Service,13196,11630,194,10
8V,Wright Air Service,10225,11630,194,10
8V,Wright Air Service,11630,15472,194,10
8V,Wright Air Service,11630,13196,194,10
8V,Wright Air Service,11630,11630,194,10
8V,Wright Air Service,11630,11844,194,10
8V,Wright Air Service,11630,12235,194,10
8V,Wright Air Service,11630,12676,194,10
8V,Wright Air Service,11630,10783,194,10
8V,Wright Air Service,11630,11833,194,10
8V,Wright Air Service,11630,13768,194,10
8V,Wright Air Service,11630,12214,194,10
8V,Wright Air Service,11630,10184,194,10
8V,Wright Air Service,11844,11630,194,10
8V,Wright Air Service,12676,11630,194,10
8V,Wright Air Service,12615,11844,194,10
8V,Wright Air Service,12235,13806,194,10
8V,Wright Air Service,10783,11630,194,10
8V,Wright Air Service,11833,11630,194,10
8V,Wright Air Service,13768,12615,194,10
8V,Wright Air Service,12214,11630,194,10
8V,Wright Air Service,10184,11630,194,10
8V,Wright Air Service,13806,14804,194,10
8V,Wright Air Service,14804,10225,194,10
8V,Wright Air Service,14125,10754,416,10
8V,Wright Air Service,11280,11630,416,10
8V,Wright Air Service,13415,11630,416,10
8V,Wright Air Service,14551,11630,416,10
8V,Wright Air Service,15061,11630,416,10
8V,Wright Air Service,15731,11630,416,10
8V,Wright Air Service,13873,10754,416,10
8V,Wright Air Service,14709,10247,416,10
8V,Wright Air Service,10225,14125,416,10
8V,Wright Air Service,10225,10754,416,10
8V,Wright Air Service,11630,15124,416,10
8V,Wright Air Service,11630,15061,416,10
8V,Wright Air Service,11630,11280,416,10
8V,Wright Air Service,11630,13415,416,10
8V,Wright Air Service,11630,15731,416,10
8V,Wright Air Service,11630,10247,416,10
8V,Wright Air Service,11630,12615,416,10
8V,Wright Air Service,11630,11463,416,10
8V,Wright Air Service,11630,15581,416,10
8V,Wright Air Service,11630,10349,416,10
8V,Wright Air Service,11630,15599,416,10
8V,Wright Air Service,11630,11007,416,10
8V,Wright Air Service,11630,12214,416,10
8V,Wright Air Service,11630,10184,416,10
8V,Wright Air Service,10754,13873,416,10
8V,Wright Air Service,10754,10225,416,10
8V,Wright Air Service,10754,10247,416,10
8V,Wright Air Service,10754,13767,416,10
8V,Wright Air Service,10754,10396,416,10
8V,Wright Air Service,11844,11630,416,10
8V,Wright Air Service,10247,11630,416,10
8V,Wright Air Service,10247,10754,416,10
8V,Wright Air Service,10775,14709,416,10
8V,Wright Air Service,13767,11630,416,10
8V,Wright Air Service,13767,10754,416,10
8V,Wright Air Service,12615,11844,416,10
8V,Wright Air Service,11463,11630,416,10
8V,Wright Air Service,15581,11630,416,10
8V,Wright Air Service,10349,11630,416,10
8V,Wright Air Service,11007,11630,416,10
8V,Wright Air Service,10396,10754,416,10
8V,Wright Air Service,12214,11630,416,10
8V,Wright Air Service,10184,15061,416,10
8V,Wright Air Service,10184,11630,416,10
8V,Wright Air Service,15124,11630,416,10
8V,Wright Air Service,14551,11630,416,10
8V,Wright Air Service,15061,11630,416,10
8V,Wright Air Service,11630,14559,416,10
8V,Wright Air Service,11630,14551,416,10
8V,Wright Air Service,11630,15061,416,10
8V,Wright Air Service,11630,11833,416,10
8V,Wright Air Service,11630,15599,416,10
8V,Wright Air Service,11630,11007,416,10
8V,Wright Air Service,10754,10396,416,10
8V,Wright Air Service,11833,11630,416,10
8V,Wright Air Service,15599,11630,416,10
8V,Wright Air Service,11007,11630,416,10
8V,Wright Air Service,10396,10754,416,10
8V,Wright Air Service,14559,11630,416,10
8V,Wright Air Service,11630,13381,034,10
9E,Endeavor Air Inc.,11042,11433,638,10
9E,Endeavor Air Inc.,11042,13487,638,10
9E,Endeavor Air Inc.,11042,12953,638,10
9E,Endeavor Air Inc.,11042,10721,638,10
9E,Endeavor Air Inc.,11042,12478,638,10
9E,Endeavor Air Inc.,13367,10397,638,10
9E,Endeavor Air Inc.,11433,11042,638,10
9E,Endeavor Air Inc.,11433,11193,638,10
9E,Endeavor Air Inc.,11433,10792,638,10
9E,Endeavor Air Inc.,11433,13930,638,10
9E,Endeavor Air Inc.,11433,15016,638,10
9E,Endeavor Air Inc.,11433,15412,638,10
9E,Endeavor Air Inc.,11433,11066,638,10
9E,Endeavor Air Inc.,11433,11618,638,10
9E,Endeavor Air Inc.,11433,11995,638,10
9E,Endeavor Air Inc.,11433,10135,638,10
