UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,ORIGIN_AIRPORT_ID,DEST_AIRPORT_ID,AIRCRAFT_TYPE,MONTH
DL,Delta Air Lines Inc.,11433,10423,699,10
DL,Delta Air Lines Inc.,11433,11278,699,10
DL,Delta Air Lines Inc.,11433,14635,699,10
DL,Delta Air Lines Inc.,11433,13204,699,10
DL,Delta Air Lines Inc.,11433,11986,699,10
DL,Delta Air Lines Inc.,11193,11292,699,10
DL,Delta Air Lines Inc.,11193,12892,699,10
DL,Delta Air Lines Inc.,10792,11433,699,10
DL,Delta Air Lines Inc.,10792,10397,699,10
DL,Delta Air Lines Inc.,13303,11433,699,10
DL,Delta Air Lines Inc.,13303,10397,699,10
DL,Delta Air Lines Inc.,13930,14869,699,10
DL,Delta Air Lines Inc.,13930,10397,699,10
DL,Delta Air Lines Inc.,13891,10397,699,10
DL,Delta Air Lines Inc.,15016,10397,699,10
DL,Delta Air Lines Inc.,10713,14869,699,10
DL,Delta Air Lines Inc.,10713,13487,699,10
DL,Delta Air Lines Inc.,10713,10397,699,10
DL,Delta Air Lines Inc.,14683,11298,699,10
DL,Delta Air Lines Inc.,14683,10397,699,10
DL,Delta Air Lines Inc.,14893,14869,699,10
DL,Delta Air Lines Inc.,14893,13487,699,10
DL,Delta Air Lines Inc.,12266,11298,699,10
DL,Delta Air Lines Inc.,12266,10397,699,10
DL,Delta Air Lines Inc.,12266,10423,699,10
DL,Delta Air Lines Inc.,15412,10397,699,10
DL,Delta Air Lines Inc.,11618,13487,699,10
DL,Delta Air Lines Inc.,13244,11433,699,10
DL,Delta Air Lines Inc.,13244,10397,699,10
DL,Delta Air Lines Inc.,15304,11433,699,10
DL,Delta Air Lines Inc.,15304,14869,699,10
DL,Delta Air Lines Inc.,15304,13487,699,10
DL,Delta Air Lines Inc.,15304,10397,699,10
DL,Delta Air Lines Inc.,11292,11433,699,10
DL,Delta Air Lines Inc.,11292,11193,699,10
DL,Delta Air Lines Inc.,11292,13487,699,10
DL,Delta Air Lines Inc.,11292,10397,699,10
DL,Delta Air Lines Inc.,14869,11433,699,10
DL,Delta Air Lines Inc.,14869,13930,699,10
DL,Delta Air Lines Inc.,14869,10561,699,10
DL,Delta Air Lines Inc.,14869,10713,699,10
DL,Delta Air Lines Inc.,14869,14683,699,10
DL,Delta Air Lines Inc.,14869,14893,699,10
DL,Delta Air Lines Inc.,14869,15304,699,10
DL,Delta Air Lines Inc.,14869,14679,699,10
DL,Delta Air Lines Inc.,14869,13487,699,10
DL,Delta Air Lines Inc.,14869,11298,699,10
DL,Delta Air Lines Inc.,14869,10397,699,10
DL,Delta Air Lines Inc.,14869,12892,699,10
DL,Delta Air Lines Inc.,14869,10849,699,10
DL,Delta Air Lines Inc.,14869,14107,699,10
DL,Delta Air Lines Inc.,14869,10423,699,10
DL,Delta Air Lines Inc.,14869,13204,699,10
DL,Delta Air Lines Inc.,12889,11433,699,10
DL,Delta Air Lines Inc.,12889,13487,699,10
DL,Delta Air Lines Inc.,12889,10397,699,10
DL,Delta Air Lines Inc.,12889,12892,699,10
DL,Delta Air Lines Inc.,14679,11433,699,10
DL,Delta Air Lines Inc.,14679,14869,699,10
DL,Delta Air Lines Inc.,14679,13487,699,10
DL,Delta Air Lines Inc.,14679,10397,699,10
DL,Delta Air Lines Inc.,11481,10397,699,10
DL,Delta Air Lines Inc.,12451,10397,699,10
DL,Delta Air Lines Inc.,10821,11433,699,10
DL,Delta Air Lines Inc.,15096,10397,699,10
DL,Delta Air Lines Inc.,13487,11433,699,10
DL,Delta Air Lines Inc.,13487,10713,699,10
DL,Delta Air Lines Inc.,13487,14893,699,10
DL,Delta Air Lines Inc.,13487,11618,699,10
DL,Delta Air Lines Inc.,13487,15304,699,10
DL,Delta Air Lines Inc.,13487,11292,699,10
DL,Delta Air Lines Inc.,13487,14869,699,10
DL,Delta Air Lines Inc.,13487,12889,699,10
DL,Delta Air Lines Inc.,13487,14679,699,10
DL,Delta Air Lines Inc.,13487,11884,699,10
DL,Delta Air Lines Inc.,13487,14057,699,10
DL,Delta Air Lines Inc.,13487,11637,699,10
DL,Delta Air Lines Inc.,13487,13342,699,10
DL,Delta Air Lines Inc.,13487,13486,699,10
DL,Delta Air Lines Inc.,13487,12339,699,10
DL,Delta Air Lines Inc.,13487,14100,699,10
DL,Delta Air Lines Inc.,13487,13495,699,10
DL,Delta Air Lines Inc.,13487,10693,699,10
DL,Delta Air Lines Inc.,13487,12953,699,10
DL,Delta Air Lines Inc.,13487,10397,699,10
DL,Delta Air Lines Inc.,13487,12892,699,10
DL,Delta Air Lines Inc.,13487,10721,699,10
DL,Delta Air Lines Inc.,13487,14107,699,10
DL,Delta Air Lines Inc.,13487,14771,699,10
DL,Delta Air Lines Inc.,13487,10423,699,10
DL,Delta Air Lines Inc.,13487,13198,699,10
DL,Delta Air Lines Inc.,13487,11278,699,10
DL,Delta Air Lines Inc.,13487,14635,699,10
DL,Delta Air Lines Inc.,13487,13204,699,10
DL,Delta Air Lines Inc.,13487,11986,699,10
DL,Delta Air Lines Inc.,11884,13487,699,10
DL,Delta Air Lines Inc.,14747,14869,699,10
DL,Delta Air Lines Inc.,14057,13487,699,10
DL,Delta Air Lines Inc.,11637,13487,699,10
DL,Delta Air Lines Inc.,13342,11433,699,10
DL,Delta Air Lines Inc.,13342,13487,699,10
DL,Delta Air Lines Inc.,13342,10397,699,10
DL,Delta Air Lines Inc.,13486,13487,699,10
DL,Delta Air Lines Inc.,10140,10397,699,10
DL,Delta Air Lines Inc.,13931,10397,699,10
DL,Delta Air Lines Inc.,12339,11433,699,10
DL,Delta Air Lines Inc.,12339,13487,699,10
DL,Delta Air Lines Inc.,12339,10397,699,10
DL,Delta Air Lines Inc.,14492,10397,699,10
DL,Delta Air Lines Inc.,14100,13487,699,10
DL,Delta Air Lines Inc.,14307,10397,699,10
DL,Delta Air Lines Inc.,13495,13487,699,10
DL,Delta Air Lines Inc.,14122,11042,699,10
DL,Delta Air Lines Inc.,12264,10397,699,10
DL,Delta Air Lines Inc.,12264,11278,699,10
DL,Delta Air Lines Inc.,11298,11433,699,10
DL,Delta Air Lines Inc.,11298,14869,699,10
DL,Delta Air Lines Inc.,11298,10397,699,10
DL,Delta Air Lines Inc.,11298,12892,699,10
DL,Delta Air Lines Inc.,10529,10397,699,10
DL,Delta Air Lines Inc.,10693,13487,699,10
DL,Delta Air Lines Inc.,12953,11433,699,10
DL,Delta Air Lines Inc.,12953,13487,699,10
DL,Delta Air Lines Inc.,12953,10397,699,10
DL,Delta Air Lines Inc.,12953,11697,699,10
DL,Delta Air Lines Inc.,12953,13204,699,10
DL,Delta Air Lines Inc.,10397,11042,699,10
DL,Delta Air Lines Inc.,10397,11433,699,10
DL,Delta Air Lines Inc.,10397,10792,699,10
DL,Delta Air Lines Inc.,10397,13303,699,10
DL,Delta Air Lines Inc.,10397,13930,699,10
DL,Delta Air Lines Inc.,10397,15016,699,10
DL,Delta Air Lines Inc.,10397,10713,699,10
DL,Delta Air Lines Inc.,10397,13891,699,10
DL,Delta Air Lines Inc.,10397,14683,699,10
DL,Delta Air Lines Inc.,10397,15412,699,10
DL,Delta Air Lines Inc.,10397,12266,699,10
DL,Delta Air Lines Inc.,10397,15304,699,10
DL,Delta Air Lines Inc.,10397,11292,699,10
DL,Delta Air Lines Inc.,10397,14869,699,10
DL,Delta Air Lines Inc.,10397,12889,699,10
DL,Delta Air Lines Inc.,10397,14679,699,10
DL,Delta Air Lines Inc.,10397,12451,699,10
DL,Delta Air Lines Inc.,10397,11481,699,10
DL,Delta Air Lines Inc.,10397,15096,699,10
DL,Delta Air Lines Inc.,10397,13487,699,10
DL,Delta Air Lines Inc.,10397,13342,699,10
DL,Delta Air Lines Inc.,10397,10140,699,10
DL,Delta Air Lines Inc.,10397,13931,699,10
DL,Delta Air Lines Inc.,10397,13244,699,10
DL,Delta Air Lines Inc.,10397,12339,699,10
DL,Delta Air Lines Inc.,10397,14492,699,10
DL,Delta Air Lines Inc.,10397,14307,699,10
DL,Delta Air Lines Inc.,10397,14122,699,10
DL,Delta Air Lines Inc.,10397,12264,699,10
DL,Delta Air Lines Inc.,10397,11298,699,10
DL,Delta Air Lines Inc.,10397,10529,699,10
DL,Delta Air Lines Inc.,10397,12953,699,10
DL,Delta Air Lines Inc.,10397,12892,699,10
DL,Delta Air Lines Inc.,10397,11252,699,10
DL,Delta Air Lines Inc.,10397,11697,699,10
DL,Delta Air Lines Inc.,10397,10849,699,10
DL,Delta Air Lines Inc.,10397,10721,699,10
DL,Delta Air Lines Inc.,10397,14107,699,10
DL,Delta Air Lines Inc.,10397,10423,699,10
DL,Delta Air Lines Inc.,10397,14986,699,10
DL,Delta Air Lines Inc.,10397,15376,699,10
DL,Delta Air Lines Inc.,10397,13198,699,10
DL,Delta Air Lines Inc.,10397,11278,699,10
DL,Delta Air Lines Inc.,10397,12478,699,10
DL,Delta Air Lines Inc.,10397,14635,699,10
DL,Delta Air Lines Inc.,10397,13204,699,10
DL,Delta Air Lines Inc.,10397,14576,699,10
DL,Delta Air Lines Inc.,10397,11986,699,10
DL,Delta Air Lines Inc.,10397,13851,699,10
DL,Delta Air Lines Inc.,10397,14685,699,10
DL,Delta Air Lines Inc.,12892,11433,699,10
DL,Delta Air Lines Inc.,12892,11193,699,10
DL,Delta Air Lines Inc.,12892,14869,699,10
DL,Delta Air Lines Inc.,12892,12889,699,10
DL,Delta Air Lines Inc.,12892,14679,699,10
DL,Delta Air Lines Inc.,12892,13487,699,10
DL,Delta Air Lines Inc.,12892,14747,699,10
DL,Delta Air Lines Inc.,12892,11298,699,10
DL,Delta Air Lines Inc.,12892,10397,699,10
DL,Delta Air Lines Inc.,12892,14107,699,10
DL,Delta Air Lines Inc.,12892,10423,699,10
DL,Delta Air Lines Inc.,11697,11433,699,10
DL,Delta Air Lines Inc.,11697,12953,699,10
DL,Delta Air Lines Inc.,11697,10397,699,10
DL,Delta Air Lines Inc.,11697,12478,699,10
DL,Delta Air Lines Inc.,11252,10397,699,10
DL,Delta Air Lines Inc.,10849,14869,699,10
DL,Delta Air Lines Inc.,10849,13487,699,10
DL,Delta Air Lines Inc.,10849,10397,699,10
DL,Delta Air Lines Inc.,10721,11433,699,10
DL,Delta Air Lines Inc.,10721,13487,699,10
DL,Delta Air Lines Inc.,10721,10397,699,10
DL,Delta Air Lines Inc.,10721,13204,699,10
DL,Delta Air Lines Inc.,14107,11433,699,10
DL,Delta Air Lines Inc.,14107,14869,699,10
DL,Delta Air Lines Inc.,14107,13487,699,10
DL,Delta Air Lines Inc.,14107,10397,699,10
DL,Delta Air Lines Inc.,14771,13487,699,10
DL,Delta Air Lines Inc.,10423,11433,699,10
DL,Delta Air Lines Inc.,10423,14869,699,10
DL,Delta Air Lines Inc.,10423,13487,699,10
DL,Delta Air Lines Inc.,10423,10397,699,10
DL,Delta Air Lines Inc.,10423,12892,699,10
DL,Delta Air Lines Inc.,14986,10397,699,10
DL,Delta Air Lines Inc.,13198,13487,699,10
DL,Delta Air Lines Inc.,13198,10397,699,10
DL,Delta Air Lines Inc.,15376,10397,699,10
DL,Delta Air Lines Inc.,11278,11433,699,10
DL,Delta Air Lines Inc.,11278,13487,699,10
DL,Delta Air Lines Inc.,11278,10397,699,10
DL,Delta Air Lines Inc.,11986,11433,699,10
DL,Delta Air Lines Inc.,11986,13487,699,10
DL,Delta Air Lines Inc.,11986,10397,699,10
DL,Delta Air Lines Inc.,12478,10397,699,10
DL,Delta Air Lines Inc.,12478,11697,699,10
DL,Delta Air Lines Inc.,12478,13204,699,10
DL,Delta Air Lines Inc.,13204,11433,699,10
DL,Delta Air Lines Inc.,13204,14869,699,10
DL,Delta Air Lines Inc.,13204,13487,699,10
DL,Delta Air Lines Inc.,13204,12953,699,10
DL,Delta Air Lines Inc.,13204,10397,699,10
DL,Delta Air Lines Inc.,13204,10721,699,10
DL,Delta Air Lines Inc.,13204,12478,699,10
DL,Delta Air Lines Inc.,13851,10397,699,10
DL,Delta Air Lines Inc.,14576,10397,699,10
DL,Delta Air Lines Inc.,14635,11433,699,10
DL,Delta Air Lines Inc.,14635,13487,699,10
DL,Delta Air Lines Inc.,14635,10397,699,10
DL,Delta Air Lines Inc.,14685,10397,699,10
DL,Delta Air Lines Inc.,10561,12892,699,10
DL,Delta Air Lines Inc.,11433,10397,687,10
DL,Delta Air Lines Inc.,11433,14107,687,10
DL,Delta Air Lines Inc.,15304,10397,687,10
DL,Delta Air Lines Inc.,14869,14747,687,10
DL,Delta Air Lines Inc.,14869,12173,687,10
DL,Delta Air Lines Inc.,14869,10397,687,10
DL,Delta Air Lines Inc.,12889,10397,687,10
DL,Delta Air Lines Inc.,13487,14747,687,10
DL,Delta Air Lines Inc.,13487,14057,687,10
DL,Delta Air Lines Inc.,13487,10397,687,10
DL,Delta Air Lines Inc.,14747,10397,687,10
DL,Delta Air Lines Inc.,14747,10721,687,10
DL,Delta Air Lines Inc.,14747,12478,687,10
DL,Delta Air Lines Inc.,14057,13487,687,10
DL,Delta Air Lines Inc.,12173,14869,687,10
DL,Delta Air Lines Inc.,12173,10397,687,10
DL,Delta Air Lines Inc.,10397,11433,687,10
DL,Delta Air Lines Inc.,10397,15304,687,10
DL,Delta Air Lines Inc.,10397,14869,687,10
DL,Delta Air Lines Inc.,10397,12889,687,10
DL,Delta Air Lines Inc.,10397,13487,687,10
DL,Delta Air Lines Inc.,10397,12173,687,10
DL,Delta Air Lines Inc.,10397,10721,687,10
DL,Delta Air Lines Inc.,10397,14843,687,10
DL,Delta Air Lines Inc.,10397,12478,687,10
DL,Delta Air Lines Inc.,10397,13204,687,10
DL,Delta Air Lines Inc.,10721,14747,687,10
DL,Delta Air Lines Inc.,10721,10397,687,10
DL,Delta Air Lines Inc.,14107,10397,687,10
DL,Delta Air Lines Inc.,14843,10397,687,10
DL,Delta Air Lines Inc.,12478,14747,687,10
DL,Delta Air Lines Inc.,12478,10397,687,10
DL,Delta Air Lines Inc.,13204,10397,687,10
DL,Delta Air Lines Inc.,11433,10397,359,10
DL,Delta Air Lines Inc.,11433,12892,359,10
DL,Delta Air Lines Inc.,14869,10397,359,10
DL,Delta Air Lines Inc.,13487,10397,359,10
DL,Delta Air Lines Inc.,10397,11433,359,10
DL,Delta Air Lines Inc.,10397,14869,359,10
DL,Delta Air Lines Inc.,10397,13487,359,10
DL,Delta Air Lines Inc.,10397,12892,359,10
DL,Delta Air Lines Inc.,10397,13204,359,10
DL,Delta Air Lines Inc.,12892,11433,359,10
DL,Delta Air Lines Inc.,12892,10397,359,10
DL,Delta Air Lines Inc.,13204,10397,359,10
DL,Delta Air Lines Inc.,11433,10397,624,10
DL,Delta Air Lines Inc.,11433,12478,624,10
DL,Delta Air Lines Inc.,15304,10397,624,10
DL,Delta Air Lines Inc.,11292,12478,624,10
DL,Delta Air Lines Inc.,14869,11433,624,10
DL,Delta Air Lines Inc.,14869,10397,624,10
DL,Delta Air Lines Inc.,14869,12478,624,10
DL,Delta Air Lines Inc.,12889,14747,624,10
DL,Delta Air Lines Inc.,12889,10397,624,10
DL,Delta Air Lines Inc.,12889,12478,624,10
DL,Delta Air Lines Inc.,14679,10397,624,10
DL,Delta Air Lines Inc.,14679,12478,624,10
DL,Delta Air Lines Inc.,13487,10397,624,10
DL,Delta Air Lines Inc.,14747,12889,624,10
DL,Delta Air Lines Inc.,14747,10397,624,10
DL,Delta Air Lines Inc.,14747,12478,624,10
DL,Delta Air Lines Inc.,14057,10397,624,10
DL,Delta Air Lines Inc.,10397,11433,624,10
DL,Delta Air Lines Inc.,10397,15304,624,10
DL,Delta Air Lines Inc.,10397,14869,624,10
DL,Delta Air Lines Inc.,10397,12889,624,10
DL,Delta Air Lines Inc.,10397,14679,624,10
DL,Delta Air Lines Inc.,10397,13487,624,10
DL,Delta Air Lines Inc.,10397,14747,624,10
DL,Delta Air Lines Inc.,10397,14057,624,10
DL,Delta Air Lines Inc.,10397,10299,624,10
DL,Delta Air Lines Inc.,10397,12478,624,10
DL,Delta Air Lines Inc.,10397,13204,624,10
DL,Delta Air Lines Inc.,12892,11433,624,10
DL,Delta Air Lines Inc.,12892,12478,624,10
DL,Delta Air Lines Inc.,10299,10397,624,10
DL,Delta Air Lines Inc.,14771,12478,624,10
DL,Delta Air Lines Inc.,12478,11292,624,10
DL,Delta Air Lines Inc.,12478,14869,624,10
DL,Delta Air Lines Inc.,12478,12889,624,10
DL,Delta Air Lines Inc.,12478,14679,624,10
DL,Delta Air Lines Inc.,12478,10397,624,10
DL,Delta Air Lines Inc.,12478,12892,624,10
DL,Delta Air Lines Inc.,12478,14771,624,10
DL,Delta Air Lines Inc.,13204,10397,624,10
DL,Delta Air Lines Inc.,11433,12889,623,10
DL,Delta Air Lines Inc.,11433,14679,623,10
DL,Delta Air Lines Inc.,11433,14747,623,10
DL,Delta Air Lines Inc.,11433,10397,623,10
DL,Delta Air Lines Inc.,11433,12892,623,10
DL,Delta Air Lines Inc.,11433,14771,623,10
DL,Delta Air Lines Inc.,11433,13204,623,10
DL,Delta Air Lines Inc.,15304,10397,623,10
DL,Delta Air Lines Inc.,12889,11433,623,10
DL,Delta Air Lines Inc.,14679,11433,623,10
DL,Delta Air Lines Inc.,14679,13487,623,10
DL,Delta Air Lines Inc.,13487,11433,623,10
DL,Delta Air Lines Inc.,13487,14679,623,10
DL,Delta Air Lines Inc.,13487,10397,623,10
DL,Delta Air Lines Inc.,14747,11433,623,10
DL,Delta Air Lines Inc.,14747,13487,623,10
DL,Delta Air Lines Inc.,14747,13830,623,10
DL,Delta Air Lines Inc.,14747,10397,623,10
DL,Delta Air Lines Inc.,12173,12892,623,10
DL,Delta Air Lines Inc.,13830,14747,623,10
DL,Delta Air Lines Inc.,13495,10397,623,10
DL,Delta Air Lines Inc.,10397,11433,623,10
DL,Delta Air Lines Inc.,10397,15304,623,10
DL,Delta Air Lines Inc.,10397,13487,623,10
DL,Delta Air Lines Inc.,10397,14747,623,10
DL,Delta Air Lines Inc.,10397,13495,623,10
DL,Delta Air Lines Inc.,10397,12892,623,10
DL,Delta Air Lines Inc.,10397,11697,623,10
DL,Delta Air Lines Inc.,10397,14771,623,10
DL,Delta Air Lines Inc.,10397,13204,623,10
DL,Delta Air Lines Inc.,12892,11433,623,10
DL,Delta Air Lines Inc.,12892,12173,623,10
DL,Delta Air Lines Inc.,12892,10397,623,10
DL,Delta Air Lines Inc.,12892,12758,623,10
DL,Delta Air Lines Inc.,11697,10397,623,10
DL,Delta Air Lines Inc.,14771,11433,623,10
DL,Delta Air Lines Inc.,14771,10397,623,10
DL,Delta Air Lines Inc.,12758,12892,623,10
DL,Delta Air Lines Inc.,13204,11433,623,10
DL,Delta Air Lines Inc.,13204,10397,623,10
DL,Delta Air Lines Inc.,14635,10397,623,10
DL,Delta Air Lines Inc.,11433,13487,696,10
DL,Delta Air Lines Inc.,11433,10397,696,10
DL,Delta Air Lines Inc.,11433,14107,696,10
DL,Delta Air Lines Inc.,14869,12173,696,10
DL,Delta Air Lines Inc.,14869,10397,696,10
DL,Delta Air Lines Inc.,14869,12478,696,10
DL,Delta Air Lines Inc.,14679,12478,696,10
DL,Delta Air Lines Inc.,12173,14869,696,10
DL,Delta Air Lines Inc.,12173,10397,696,10
DL,Delta Air Lines Inc.,10397,11433,696,10
DL,Delta Air Lines Inc.,10397,14869,696,10
DL,Delta Air Lines Inc.,10397,12173,696,10
DL,Delta Air Lines Inc.,10397,14107,696,10
DL,Delta Air Lines Inc.,10397,14843,696,10
DL,Delta Air Lines Inc.,10397,12478,696,10
DL,Delta Air Lines Inc.,10397,13204,696,10
DL,Delta Air Lines Inc.,14107,11433,696,10
DL,Delta Air Lines Inc.,14107,10397,696,10
DL,Delta Air Lines Inc.,14843,10397,696,10
DL,Delta Air Lines Inc.,12478,14869,696,10
DL,Delta Air Lines Inc.,12478,14679,696,10
DL,Delta Air Lines Inc.,12478,10397,696,10
DL,Delta Air Lines Inc.,13204,10397,696,10
DL,Delta Air Lines Inc.,11433,11193,723,10
DL,Delta Air Lines Inc.,11433,14683,723,10
DL,Delta Air Lines Inc.,11433,12266,723,10
DL,Delta Air Lines Inc.,11433,13487,723,10
DL,Delta Air Lines Inc.,11433,11298,723,10
DL,Delta Air Lines Inc.,11433,10693,723,10
DL,Delta Air Lines Inc.,11433,10721,723,10
DL,Delta Air Lines Inc.,11433,10423,723,10
DL,Delta Air Lines Inc.,11193,10721,723,10
DL,Delta Air Lines Inc.,13930,13487,723,10
DL,Delta Air Lines Inc.,13930,14747,723,10
DL,Delta Air Lines Inc.,13930,12953,723,10
DL,Delta Air Lines Inc.,13930,10721,723,10
DL,Delta Air Lines Inc.,15016,14869,723,10
DL,Delta Air Lines Inc.,15016,13487,723,10
DL,Delta Air Lines Inc.,14262,14747,723,10
DL,Delta Air Lines Inc.,14683,11433,723,10
DL,Delta Air Lines Inc.,14683,14869,723,10
DL,Delta Air Lines Inc.,14683,13487,723,10
DL,Delta Air Lines Inc.,14893,14869,723,10
DL,Delta Air Lines Inc.,12266,11433,723,10
DL,Delta Air Lines Inc.,12266,14869,723,10
DL,Delta Air Lines Inc.,12266,13487,723,10
DL,Delta Air Lines Inc.,12266,12953,723,10
DL,Delta Air Lines Inc.,12266,12892,723,10
DL,Delta Air Lines Inc.,11618,13487,723,10
DL,Delta Air Lines Inc.,15304,12953,723,10
DL,Delta Air Lines Inc.,15304,12478,723,10
DL,Delta Air Lines Inc.,11292,14869,723,10
DL,Delta Air Lines Inc.,11292,14747,723,10
DL,Delta Air Lines Inc.,11292,12892,723,10
DL,Delta Air Lines Inc.,14869,15016,723,10
DL,Delta Air Lines Inc.,14869,14683,723,10
DL,Delta Air Lines Inc.,14869,14893,723,10
DL,Delta Air Lines Inc.,14869,12266,723,10
DL,Delta Air Lines Inc.,14869,11292,723,10
DL,Delta Air Lines Inc.,14869,13796,723,10
DL,Delta Air Lines Inc.,14869,11884,723,10
DL,Delta Air Lines Inc.,14869,11298,723,10
DL,Delta Air Lines Inc.,14869,14831,723,10
DL,Delta Air Lines Inc.,14869,14107,723,10
DL,Delta Air Lines Inc.,14869,14771,723,10
DL,Delta Air Lines Inc.,14869,10423,723,10
DL,Delta Air Lines Inc.,14869,14908,723,10
DL,Delta Air Lines Inc.,14869,13198,723,10
DL,Delta Air Lines Inc.,12889,14869,723,10
DL,Delta Air Lines Inc.,13796,14869,723,10
DL,Delta Air Lines Inc.,13487,11433,723,10
DL,Delta Air Lines Inc.,13487,13930,723,10
DL,Delta Air Lines Inc.,13487,15016,723,10
DL,Delta Air Lines Inc.,13487,14683,723,10
DL,Delta Air Lines Inc.,13487,12266,723,10
DL,Delta Air Lines Inc.,13487,11618,723,10
DL,Delta Air Lines Inc.,13487,14869,723,10
DL,Delta Air Lines Inc.,13487,11298,723,10
DL,Delta Air Lines Inc.,13487,12953,723,10
DL,Delta Air Lines Inc.,13487,10423,723,10
DL,Delta Air Lines Inc.,11884,14869,723,10
DL,Delta Air Lines Inc.,14747,13930,723,10
DL,Delta Air Lines Inc.,14747,14262,723,10
DL,Delta Air Lines Inc.,14747,11292,723,10
DL,Delta Air Lines Inc.,14747,12264,723,10
DL,Delta Air Lines Inc.,14747,10693,723,10
DL,Delta Air Lines Inc.,14747,14107,723,10
DL,Delta Air Lines Inc.,14747,14771,723,10
DL,Delta Air Lines Inc.,14747,10423,723,10
DL,Delta Air Lines Inc.,14747,14908,723,10
DL,Delta Air Lines Inc.,14747,15376,723,10
DL,Delta Air Lines Inc.,14057,14747,723,10
DL,Delta Air Lines Inc.,11057,15304,723,10
DL,Delta Air Lines Inc.,13495,12478,723,10
DL,Delta Air Lines Inc.,12264,14747,723,10
DL,Delta Air Lines Inc.,11298,11433,723,10
DL,Delta Air Lines Inc.,11298,14869,723,10
DL,Delta Air Lines Inc.,11298,13487,723,10
DL,Delta Air Lines Inc.,11298,12953,723,10
DL,Delta Air Lines Inc.,11298,10721,723,10
DL,Delta Air Lines Inc.,11298,12478,723,10
DL,Delta Air Lines Inc.,10693,11433,723,10
DL,Delta Air Lines Inc.,10693,14747,723,10
DL,Delta Air Lines Inc.,12953,13930,723,10
DL,Delta Air Lines Inc.,12953,12266,723,10
DL,Delta Air Lines Inc.,12953,15304,723,10
DL,Delta Air Lines Inc.,12953,13487,723,10
DL,Delta Air Lines Inc.,12953,11298,723,10
DL,Delta Air Lines Inc.,12953,10721,723,10
DL,Delta Air Lines Inc.,12892,12266,723,10
DL,Delta Air Lines Inc.,12892,11292,723,10
DL,Delta Air Lines Inc.,12892,14747,723,10
DL,Delta Air Lines Inc.,10721,11193,723,10
DL,Delta Air Lines Inc.,10721,13930,723,10
DL,Delta Air Lines Inc.,10721,11298,723,10
DL,Delta Air Lines Inc.,10721,12953,723,10
DL,Delta Air Lines Inc.,10721,10423,723,10
DL,Delta Air Lines Inc.,10721,12478,723,10
DL,Delta Air Lines Inc.,14831,14869,723,10
DL,Delta Air Lines Inc.,14107,14869,723,10
DL,Delta Air Lines Inc.,14107,12889,723,10
DL,Delta Air Lines Inc.,14107,14747,723,10
DL,Delta Air Lines Inc.,14107,14057,723,10
DL,Delta Air Lines Inc.,14771,14869,723,10
DL,Delta Air Lines Inc.,14771,14747,723,10
DL,Delta Air Lines Inc.,10423,11433,723,10
DL,Delta Air Lines Inc.,10423,12266,723,10
DL,Delta Air Lines Inc.,10423,14869,723,10
DL,Delta Air Lines Inc.,10423,13487,723,10
DL,Delta Air Lines Inc.,10423,14747,723,10
DL,Delta Air Lines Inc.,10423,11298,723,10
DL,Delta Air Lines Inc.,10423,10721,723,10
DL,Delta Air Lines Inc.,14908,14869,723,10
DL,Delta Air Lines Inc.,14908,14747,723,10
DL,Delta Air Lines Inc.,14908,12892,723,10
DL,Delta Air Lines Inc.,13198,14869,723,10
DL,Delta Air Lines Inc.,15376,14747,723,10
DL,Delta Air Lines Inc.,12478,15304,723,10
DL,Delta Air Lines Inc.,12478,11057,723,10
DL,Delta Air Lines Inc.,12478,13495,723,10
DL,Delta Air Lines Inc.,12478,11298,723,10
DL,Delta Air Lines Inc.,12478,12953,723,10
DL,Delta Air Lines Inc.,12478,10721,723,10
DL,Delta Air Lines Inc.,12478,10423,723,10
DL,Delta Air Lines Inc.,11433,14747,339,10
DL,Delta Air Lines Inc.,11433,10397,339,10
DL,Delta Air Lines Inc.,14747,11433,339,10
DL,Delta Air Lines Inc.,14747,13487,339,10
DL,Delta Air Lines Inc.,14747,12173,339,10
DL,Delta Air Lines Inc.,14747,10397,339,10
DL,Delta Air Lines Inc.,14747,10721,339,10
DL,Delta Air Lines Inc.,12173,14747,339,10
DL,Delta Air Lines Inc.,10397,14747,339,10
DL,Delta Air Lines Inc.,13930,13487,724,10
DL,Delta Air Lines Inc.,13930,14747,724,10
DL,Delta Air Lines Inc.,13930,12953,724,10
DL,Delta Air Lines Inc.,13930,12478,724,10
DL,Delta Air Lines Inc.,15016,13487,724,10
DL,Delta Air Lines Inc.,12266,12953,724,10
DL,Delta Air Lines Inc.,15304,12953,724,10
DL,Delta Air Lines Inc.,13487,13930,724,10
DL,Delta Air Lines Inc.,13487,15016,724,10
DL,Delta Air Lines Inc.,13487,11298,724,10
DL,Delta Air Lines Inc.,14747,13930,724,10
DL,Delta Air Lines Inc.,14747,10693,724,10
DL,Delta Air Lines Inc.,14747,14771,724,10
DL,Delta Air Lines Inc.,11298,13487,724,10
DL,Delta Air Lines Inc.,11298,12953,724,10
DL,Delta Air Lines Inc.,11298,13198,724,10
DL,Delta Air Lines Inc.,12953,10792,724,10
DL,Delta Air Lines Inc.,12953,13930,724,10
DL,Delta Air Lines Inc.,12953,12266,724,10
DL,Delta Air Lines Inc.,12953,15304,724,10
